date,cash_type,money,coffee_name,year,month,day
2024-08-18,card,27.92,Americano with Milk,2024,8,18
2024-08-18,card,27.92,Americano with Milk,2024,8,18
2024-08-18,card,27.92,Americano with Milk,2024,8,18
2024-08-18,card,23.02,Americano,2024,8,18
2024-08-18,card,23.02,Americano,2024,8,18
2024-08-19,card,27.92,Americano with Milk,2024,8,19
2024-08-19,card,27.92,Americano with Milk,2024,8,19
2024-08-19,card,32.82,Latte,2024,8,19
2024-08-19,card,32.82,Cocoa,2024,8,19
2024-08-20,card,23.02,Cortado,2024,8,20
2024-08-20,card,32.82,Latte,2024,8,20
2024-08-20,card,18.12,Espresso,2024,8,20
2024-08-20,card,23.02,Cortado,2024,8,20
2024-08-20,card,27.92,Americano with Milk,2024,8,20
2024-08-20,card,23.02,Americano,2024,8,20
2024-08-20,card,23.02,Americano,2024,8,20
2024-08-20,card,23.02,Americano,2024,8,20
2024-08-20,card,32.82,Latte,2024,8,20
2024-08-20,card,32.82,Latte,2024,8,20
2024-08-20,card,32.82,Latte,2024,8,20
2024-08-20,card,32.82,Latte,2024,8,20
2024-08-20,card,32.82,Latte,2024,8,20
2024-08-21,card,27.92,Americano with Milk,2024,8,21
2024-08-21,card,23.02,Cortado,2024,8,21
2024-08-21,card,23.02,Americano,2024,8,21
2024-08-21,card,27.92,Americano with Milk,2024,8,21
2024-08-21,card,23.02,Cortado,2024,8,21
2024-08-21,card,32.82,Latte,2024,8,21
2024-08-21,card,32.82,Latte,2024,8,21
2024-08-22,card,23.02,Cortado,2024,8,22
2024-08-22,card,27.92,Americano with Milk,2024,8,22
2024-08-22,card,27.92,Americano with Milk,2024,8,22
2024-08-22,card,32.82,Latte,2024,8,22
2024-08-22,card,32.82,Latte,2024,8,22
2024-08-22,card,32.82,Cappuccino,2024,8,22
2024-08-22,card,23.02,Americano,2024,8,22
2024-08-23,card,32.82,Latte,2024,8,23
2024-08-23,card,23.02,Cortado,2024,8,23
2024-08-23,card,32.82,Latte,2024,8,23
2024-08-23,card,23.02,Americano,2024,8,23
2024-08-23,card,23.02,Americano,2024,8,23
2024-08-23,card,27.92,Americano with Milk,2024,8,23
2024-08-23,card,32.82,Cocoa,2024,8,23
2024-08-23,card,23.02,Americano,2024,8,23
2024-08-23,card,23.02,Cortado,2024,8,23
2024-08-23,card,32.82,Hot Chocolate,2024,8,23
2024-08-23,card,23.02,Americano,2024,8,23
2024-08-23,card,23.02,Americano,2024,8,23
2024-08-23,card,32.82,Latte,2024,8,23
2024-08-24,card,23.02,Cortado,2024,8,24
2024-08-24,card,23.02,Cortado,2024,8,24
2024-08-24,card,23.02,Cortado,2024,8,24
2024-08-24,card,18.12,Espresso,2024,8,24
2024-08-24,card,18.12,Espresso,2024,8,24
2024-08-24,card,23.02,Americano,2024,8,24
2024-08-25,card,23.02,Cortado,2024,8,25
2024-08-25,card,23.02,Americano,2024,8,25
2024-08-25,card,23.02,Americano,2024,8,25
2024-08-25,card,32.82,Cappuccino,2024,8,25
2024-08-25,card,32.82,Cappuccino,2024,8,25
2024-08-25,card,32.82,Latte,2024,8,25
2024-08-26,card,23.02,Cortado,2024,8,26
2024-08-26,card,23.02,Americano,2024,8,26
2024-08-26,card,23.02,Americano,2024,8,26
2024-08-26,card,27.92,Americano with Milk,2024,8,26
2024-08-26,card,32.82,Latte,2024,8,26
2024-08-26,card,32.82,Cappuccino,2024,8,26
2024-08-26,card,23.02,Americano,2024,8,26
2024-08-26,card,23.02,Americano,2024,8,26
2024-08-26,card,27.92,Americano with Milk,2024,8,26
2024-08-26,card,32.82,Latte,2024,8,26
2024-08-26,card,27.92,Americano with Milk,2024,8,26
2024-08-27,card,32.82,Latte,2024,8,27
2024-08-28,card,27.92,Americano with Milk,2024,8,28
2024-08-28,card,32.82,Cappuccino,2024,8,28
2024-08-28,card,23.02,Americano,2024,8,28
2024-08-28,card,27.92,Americano with Milk,2024,8,28
2024-08-29,card,23.02,Americano,2024,8,29
2024-08-30,card,32.82,Latte,2024,8,30
2024-08-30,card,27.92,Americano with Milk,2024,8,30
2024-08-30,card,27.92,Americano with Milk,2024,8,30
2024-08-31,card,23.02,Cortado,2024,8,31
2024-08-31,card,27.92,Americano with Milk,2024,8,31
2024-08-31,card,18.12,Espresso,2024,8,31
2024-08-31,card,27.92,Americano with Milk,2024,8,31
2024-08-31,card,23.02,Cortado,2024,8,31
2024-08-31,card,23.02,Cortado,2024,8,31
2024-09-01,card,23.02,Cortado,2024,9,1
2024-09-01,card,32.82,Cappuccino,2024,9,1
2024-09-01,card,27.92,Americano with Milk,2024,9,1
2024-09-01,card,23.02,Americano,2024,9,1
2024-09-01,card,27.92,Americano with Milk,2024,9,1
2024-09-01,card,32.82,Latte,2024,9,1
2024-09-01,card,27.92,Americano with Milk,2024,9,1
2024-09-01,card,32.82,Latte,2024,9,1
2024-09-01,card,32.82,Latte,2024,9,1
2024-09-01,card,32.82,Latte,2024,9,1
2024-09-02,card,32.82,Latte,2024,9,2
2024-09-02,card,27.92,Americano with Milk,2024,9,2
2024-09-02,card,32.82,Latte,2024,9,2
2024-09-02,card,27.92,Americano with Milk,2024,9,2
2024-09-02,card,32.82,Cappuccino,2024,9,2
2024-09-02,card,32.82,Cocoa,2024,9,2
2024-09-02,card,23.02,Americano,2024,9,2
2024-09-02,card,23.02,Americano,2024,9,2
2024-09-03,card,32.82,Cocoa,2024,9,3
2024-09-03,card,32.82,Cappuccino,2024,9,3
2024-09-03,card,32.82,Latte,2024,9,3
2024-09-03,card,27.92,Americano with Milk,2024,9,3
2024-09-03,card,32.82,Cappuccino,2024,9,3
2024-09-03,card,32.82,Cocoa,2024,9,3
2024-09-03,card,32.82,Cocoa,2024,9,3
2024-09-03,card,27.92,Americano with Milk,2024,9,3
2024-09-03,card,27.92,Americano with Milk,2024,9,3
2024-09-03,card,32.82,Latte,2024,9,3
2024-09-03,card,32.82,Cocoa,2024,9,3
2024-09-03,card,23.02,Cortado,2024,9,3
2024-09-03,card,27.92,Americano with Milk,2024,9,3
2024-09-03,card,27.92,Americano with Milk,2024,9,3
2024-09-03,card,27.92,Americano with Milk,2024,9,3
2024-09-03,card,32.82,Latte,2024,9,3
2024-09-03,card,27.92,Americano with Milk,2024,9,3
2024-09-04,card,27.92,Americano with Milk,2024,9,4
2024-09-04,card,32.82,Latte,2024,9,4
2024-09-04,card,23.02,Americano,2024,9,4
2024-09-04,card,27.92,Americano with Milk,2024,9,4
2024-09-04,card,32.82,Latte,2024,9,4
2024-09-04,card,32.82,Latte,2024,9,4
2024-09-04,card,27.92,Americano with Milk,2024,9,4
2024-09-04,card,32.82,Cappuccino,2024,9,4
2024-09-04,card,27.92,Americano with Milk,2024,9,4
2024-09-04,card,32.82,Latte,2024,9,4
2024-09-05,card,27.92,Americano with Milk,2024,9,5
2024-09-05,card,27.92,Americano with Milk,2024,9,5
2024-09-05,card,23.02,Americano,2024,9,5
2024-09-05,card,32.82,Latte,2024,9,5
2024-09-05,card,32.82,Latte,2024,9,5
2024-09-05,card,23.02,Americano,2024,9,5
2024-09-05,card,27.92,Americano with Milk,2024,9,5
2024-09-05,card,32.82,Cappuccino,2024,9,5
2024-09-05,card,32.82,Cappuccino,2024,9,5
2024-09-05,card,32.82,Cappuccino,2024,9,5
2024-09-05,card,23.02,Americano,2024,9,5
2024-09-05,card,32.82,Cappuccino,2024,9,5
2024-09-05,card,27.92,Americano with Milk,2024,9,5
2024-09-05,card,27.92,Americano with Milk,2024,9,5
2024-09-06,card,32.82,Cappuccino,2024,9,6
2024-09-06,card,32.82,Latte,2024,9,6
2024-09-06,card,23.02,Americano,2024,9,6
2024-09-06,card,18.12,Espresso,2024,9,6
2024-09-06,card,32.82,Latte,2024,9,6
2024-09-06,card,32.82,Hot Chocolate,2024,9,6
2024-09-06,card,18.12,Espresso,2024,9,6
2024-09-06,card,18.12,Espresso,2024,9,6
2024-09-06,card,32.82,Latte,2024,9,6
2024-09-06,card,32.82,Latte,2024,9,6
2024-09-07,card,32.82,Latte,2024,9,7
2024-09-07,card,23.02,Cortado,2024,9,7
2024-09-07,card,23.02,Cortado,2024,9,7
2024-09-07,card,23.02,Cortado,2024,9,7
2024-09-07,card,27.92,Americano with Milk,2024,9,7
2024-09-07,card,27.92,Americano with Milk,2024,9,7
2024-09-07,card,23.02,Cortado,2024,9,7
2024-09-07,card,23.02,Americano,2024,9,7
2024-09-07,card,18.12,Espresso,2024,9,7
2024-09-07,card,18.12,Espresso,2024,9,7
2024-09-07,card,32.82,Latte,2024,9,7
2024-09-07,card,27.92,Americano with Milk,2024,9,7
2024-09-07,card,23.02,Americano,2024,9,7
2024-09-07,card,18.12,Espresso,2024,9,7
2024-09-07,card,32.82,Latte,2024,9,7
2024-09-07,card,23.02,Americano,2024,9,7
2024-09-07,card,18.12,Espresso,2024,9,7
2024-09-07,card,32.82,Cocoa,2024,9,7
2024-09-07,card,32.82,Latte,2024,9,7
2024-09-07,card,32.82,Latte,2024,9,7
2024-09-07,card,32.82,Latte,2024,9,7
2024-09-07,card,32.82,Latte,2024,9,7
2024-09-08,card,23.02,Cortado,2024,9,8
2024-09-08,card,23.02,Cortado,2024,9,8
2024-09-08,card,23.02,Cortado,2024,9,8
2024-09-08,card,23.02,Cortado,2024,9,8
2024-09-08,card,23.02,Cortado,2024,9,8
2024-09-08,card,23.02,Americano,2024,9,8
2024-09-09,card,32.82,Latte,2024,9,9
2024-09-09,card,32.82,Cappuccino,2024,9,9
2024-09-09,card,27.92,Americano with Milk,2024,9,9
2024-09-09,card,32.82,Latte,2024,9,9
2024-09-09,card,32.82,Latte,2024,9,9
2024-09-09,card,32.82,Hot Chocolate,2024,9,9
2024-09-09,card,32.82,Latte,2024,9,9
2024-09-09,card,27.92,Americano with Milk,2024,9,9
2024-09-09,card,27.92,Americano with Milk,2024,9,9
2024-09-09,card,32.82,Latte,2024,9,9
2024-09-09,card,18.12,Espresso,2024,9,9
2024-09-09,card,32.82,Latte,2024,9,9
2024-09-09,card,23.02,Americano,2024,9,9
2024-09-09,card,32.82,Latte,2024,9,9
2024-09-09,card,32.82,Latte,2024,9,9
2024-09-09,card,32.82,Cappuccino,2024,9,9
2024-09-09,card,32.82,Latte,2024,9,9
2024-09-10,card,32.82,Hot Chocolate,2024,9,10
2024-09-10,card,32.82,Cappuccino,2024,9,10
2024-09-10,card,23.02,Cortado,2024,9,10
2024-09-10,card,23.02,Cortado,2024,9,10
2024-09-10,card,32.82,Cappuccino,2024,9,10
2024-09-10,card,27.92,Americano with Milk,2024,9,10
2024-09-10,card,32.82,Latte,2024,9,10
2024-09-10,card,32.82,Latte,2024,9,10
2024-09-10,card,27.92,Americano with Milk,2024,9,10
2024-09-10,card,23.02,Americano,2024,9,10
2024-09-11,card,32.82,Latte,2024,9,11
2024-09-11,card,27.92,Americano with Milk,2024,9,11
2024-09-11,card,32.82,Latte,2024,9,11
2024-09-11,card,32.82,Cappuccino,2024,9,11
2024-09-11,card,27.92,Americano with Milk,2024,9,11
2024-09-11,card,32.82,Latte,2024,9,11
2024-09-11,card,32.82,Latte,2024,9,11
2024-09-11,card,23.02,Cortado,2024,9,11
2024-09-12,card,18.12,Espresso,2024,9,12
2024-09-12,card,27.92,Americano with Milk,2024,9,12
2024-09-12,card,27.92,Americano with Milk,2024,9,12
2024-09-12,card,32.82,Cappuccino,2024,9,12
2024-09-12,card,23.02,Cortado,2024,9,12
2024-09-12,card,23.02,Cortado,2024,9,12
2024-09-12,card,23.02,Cortado,2024,9,12
2024-09-12,card,23.02,Cortado,2024,9,12
2024-09-12,card,32.82,Latte,2024,9,12
2024-09-12,card,23.02,Americano,2024,9,12
2024-09-12,card,32.82,Cappuccino,2024,9,12
2024-09-12,card,23.02,Cortado,2024,9,12
2024-09-13,card,32.82,Latte,2024,9,13
2024-09-13,card,32.82,Latte,2024,9,13
2024-09-13,card,32.82,Latte,2024,9,13
2024-09-13,card,32.82,Latte,2024,9,13
2024-09-13,card,27.92,Americano with Milk,2024,9,13
2024-09-13,card,27.92,Americano with Milk,2024,9,13
2024-09-14,card,32.82,Cappuccino,2024,9,14
2024-09-14,card,32.82,Cappuccino,2024,9,14
2024-09-15,card,18.12,Espresso,2024,9,15
2024-09-15,card,27.92,Americano with Milk,2024,9,15
2024-09-15,card,23.02,Americano,2024,9,15
2024-09-15,card,23.02,Cortado,2024,9,15
2024-09-15,card,23.02,Cortado,2024,9,15
2024-09-15,card,32.82,Cappuccino,2024,9,15
2024-09-16,card,32.82,Latte,2024,9,16
2024-09-16,card,27.92,Americano with Milk,2024,9,16
2024-09-16,card,32.82,Latte,2024,9,16
2024-09-16,card,27.92,Americano with Milk,2024,9,16
2024-09-16,card,32.82,Latte,2024,9,16
2024-09-16,card,32.82,Latte,2024,9,16
2024-09-16,card,32.82,Latte,2024,9,16
2024-09-16,card,27.92,Americano with Milk,2024,9,16
2024-09-16,card,32.82,Latte,2024,9,16
2024-09-16,card,27.92,Americano with Milk,2024,9,16
2024-09-16,card,27.92,Americano with Milk,2024,9,16
2024-09-17,card,23.02,Cortado,2024,9,17
2024-09-17,card,32.82,Latte,2024,9,17
2024-09-17,card,27.92,Americano with Milk,2024,9,17
2024-09-17,card,23.02,Cortado,2024,9,17
2024-09-17,card,32.82,Cappuccino,2024,9,17
2024-09-17,card,27.92,Americano with Milk,2024,9,17
2024-09-17,card,27.92,Americano with Milk,2024,9,17
2024-09-17,card,18.12,Espresso,2024,9,17
2024-09-17,card,27.92,Americano with Milk,2024,9,17
2024-09-17,card,32.82,Latte,2024,9,17
2024-09-17,card,27.92,Americano with Milk,2024,9,17
2024-09-17,card,23.02,Cortado,2024,9,17
2024-09-17,card,32.82,Cappuccino,2024,9,17
2024-09-17,card,32.82,Latte,2024,9,17
2024-09-17,card,32.82,Hot Chocolate,2024,9,17
2024-09-17,card,27.92,Americano with Milk,2024,9,17
2024-09-17,card,27.92,Americano with Milk,2024,9,17
2024-09-17,card,32.82,Latte,2024,9,17
2024-09-17,card,27.92,Americano with Milk,2024,9,17
2024-09-17,card,27.92,Americano with Milk,2024,9,17
2024-09-17,card,27.92,Americano with Milk,2024,9,17
2024-09-17,card,32.82,Hot Chocolate,2024,9,17
2024-09-17,card,32.82,Hot Chocolate,2024,9,17
2024-09-18,card,32.82,Latte,2024,9,18
2024-09-18,card,32.82,Latte,2024,9,18
2024-09-18,card,27.92,Americano with Milk,2024,9,18
2024-09-18,card,27.92,Americano with Milk,2024,9,18
2024-09-19,card,27.92,Americano with Milk,2024,9,19
2024-09-19,card,23.02,Cortado,2024,9,19
2024-09-19,card,32.82,Latte,2024,9,19
2024-09-19,card,23.02,Americano,2024,9,19
2024-09-19,card,27.92,Americano with Milk,2024,9,19
2024-09-19,card,23.02,Cortado,2024,9,19
2024-09-20,card,27.92,Americano with Milk,2024,9,20
2024-09-20,card,27.92,Americano with Milk,2024,9,20
2024-09-20,card,27.92,Americano with Milk,2024,9,20
2024-09-20,card,32.82,Latte,2024,9,20
2024-09-20,card,23.02,Americano,2024,9,20
2024-09-20,card,27.92,Americano with Milk,2024,9,20
2024-09-20,card,27.92,Americano with Milk,2024,9,20
2024-09-21,card,32.82,Latte,2024,9,21
2024-09-21,card,32.82,Cocoa,2024,9,21
2024-09-21,card,23.02,Cortado,2024,9,21
2024-09-21,card,23.02,Cortado,2024,9,21
2024-09-21,card,32.82,Cappuccino,2024,9,21
2024-09-21,card,32.82,Latte,2024,9,21
2024-09-21,card,32.82,Latte,2024,9,21
2024-09-21,card,32.82,Latte,2024,9,21
2024-09-21,card,23.02,Americano,2024,9,21
2024-09-21,card,23.02,Americano,2024,9,21
2024-09-21,card,32.82,Latte,2024,9,21
2024-09-21,card,32.82,Latte,2024,9,21
2024-09-21,card,27.92,Americano with Milk,2024,9,21
2024-09-21,card,23.02,Americano,2024,9,21
2024-09-21,card,23.02,Americano,2024,9,21
2024-09-22,card,23.02,Americano,2024,9,22
2024-09-22,card,27.92,Americano with Milk,2024,9,22
2024-09-22,card,32.82,Latte,2024,9,22
2024-09-22,card,23.02,Cortado,2024,9,22
2024-09-22,card,23.02,Cortado,2024,9,22
2024-09-22,card,27.92,Americano with Milk,2024,9,22
2024-09-22,card,23.02,Americano,2024,9,22
2024-09-22,card,27.92,Americano with Milk,2024,9,22
2024-09-22,card,27.92,Americano with Milk,2024,9,22
2024-09-22,card,27.92,Americano with Milk,2024,9,22
2024-09-22,card,27.92,Americano with Milk,2024,9,22
2024-09-22,card,32.82,Latte,2024,9,22
2024-09-22,card,27.92,Americano with Milk,2024,9,22
2024-09-22,card,32.82,Cocoa,2024,9,22
2024-09-22,card,32.82,Latte,2024,9,22
2024-09-22,card,32.82,Cappuccino,2024,9,22
2024-09-22,card,27.92,Americano with Milk,2024,9,22
2024-09-22,card,27.92,Americano with Milk,2024,9,22
2024-09-22,card,27.92,Americano with Milk,2024,9,22
2024-09-22,card,27.92,Americano with Milk,2024,9,22
2024-09-22,card,32.82,Hot Chocolate,2024,9,22
2024-09-22,card,32.82,Hot Chocolate,2024,9,22
2024-09-22,card,23.02,Americano,2024,9,22
2024-09-22,card,27.92,Americano with Milk,2024,9,22
2024-09-23,card,27.92,Americano with Milk,2024,9,23
2024-09-23,card,23.02,Cortado,2024,9,23
2024-09-23,card,23.02,Americano,2024,9,23
2024-09-23,card,27.92,Americano with Milk,2024,9,23
2024-09-23,card,32.82,Cappuccino,2024,9,23
2024-09-23,card,23.02,Americano,2024,9,23
2024-09-23,card,32.82,Latte,2024,9,23
2024-09-23,card,32.82,Cappuccino,2024,9,23
2024-09-23,card,27.92,Americano with Milk,2024,9,23
2024-09-23,card,27.92,Americano with Milk,2024,9,23
2024-09-24,card,27.92,Americano with Milk,2024,9,24
2024-09-24,card,32.82,Latte,2024,9,24
2024-09-24,card,32.82,Latte,2024,9,24
2024-09-24,card,32.82,Latte,2024,9,24
2024-09-24,card,32.82,Latte,2024,9,24
2024-09-24,card,32.82,Latte,2024,9,24
2024-09-24,card,23.02,Cortado,2024,9,24
2024-09-24,card,32.82,Cappuccino,2024,9,24
2024-09-24,card,32.82,Latte,2024,9,24
2024-09-24,card,23.02,Americano,2024,9,24
2024-09-24,card,23.02,Americano,2024,9,24
2024-09-24,card,32.82,Hot Chocolate,2024,9,24
2024-09-24,card,32.82,Latte,2024,9,24
2024-09-24,card,27.92,Americano with Milk,2024,9,24
2024-09-24,card,27.92,Americano with Milk,2024,9,24
2024-09-25,card,32.82,Cappuccino,2024,9,25
2024-09-25,card,23.02,Cortado,2024,9,25
2024-09-25,card,27.92,Americano with Milk,2024,9,25
2024-09-25,card,32.82,Latte,2024,9,25
2024-09-25,card,27.92,Americano with Milk,2024,9,25
2024-09-25,card,27.92,Americano with Milk,2024,9,25
2024-09-25,card,27.92,Americano with Milk,2024,9,25
2024-09-25,card,27.92,Americano with Milk,2024,9,25
2024-09-25,card,23.02,Americano,2024,9,25
2024-09-25,card,27.92,Americano with Milk,2024,9,25
2024-09-26,card,32.82,Latte,2024,9,26
2024-09-26,card,27.92,Americano with Milk,2024,9,26
2024-09-26,card,18.12,Espresso,2024,9,26
2024-09-26,card,32.82,Cappuccino,2024,9,26
2024-09-26,card,32.82,Latte,2024,9,26
2024-09-26,card,32.82,Latte,2024,9,26
2024-09-26,card,32.82,Latte,2024,9,26
2024-09-26,card,23.02,Cortado,2024,9,26
2024-09-26,card,27.92,Americano with Milk,2024,9,26
2024-09-27,card,27.92,Americano with Milk,2024,9,27
2024-09-27,card,23.02,Cortado,2024,9,27
2024-09-27,card,32.82,Cappuccino,2024,9,27
2024-09-27,card,27.92,Americano with Milk,2024,9,27
2024-09-27,card,27.92,Americano with Milk,2024,9,27
2024-09-27,card,32.82,Cappuccino,2024,9,27
2024-09-27,card,32.82,Cappuccino,2024,9,27
2024-09-27,card,23.02,Americano,2024,9,27
2024-09-27,card,27.92,Americano with Milk,2024,9,27
2024-09-27,card,32.82,Latte,2024,9,27
2024-09-27,card,32.82,Latte,2024,9,27
2024-09-27,card,32.82,Cappuccino,2024,9,27
2024-09-27,card,32.82,Cappuccino,2024,9,27
2024-09-27,card,32.82,Cappuccino,2024,9,27
2024-09-27,card,32.82,Cappuccino,2024,9,27
2024-09-27,card,27.92,Americano with Milk,2024,9,27
2024-09-28,card,27.92,Americano with Milk,2024,9,28
2024-09-28,card,27.92,Americano with Milk,2024,9,28
2024-09-28,card,35.76,Latte,2024,9,28
2024-09-28,card,35.76,Latte,2024,9,28
2024-09-28,card,30.86,Americano with Milk,2024,9,28
2024-09-28,card,35.76,Latte,2024,9,28
2024-09-28,card,35.76,Latte,2024,9,28
2024-09-28,card,35.76,Cappuccino,2024,9,28
2024-09-28,card,35.76,Cocoa,2024,9,28
2024-09-28,card,25.96,Cortado,2024,9,28
2024-09-28,card,35.76,Hot Chocolate,2024,9,28
2024-09-29,card,25.96,Americano,2024,9,29
2024-09-29,card,35.76,Cappuccino,2024,9,29
2024-09-29,card,35.76,Cappuccino,2024,9,29
2024-09-29,card,35.76,Cappuccino,2024,9,29
2024-09-29,card,30.86,Americano with Milk,2024,9,29
2024-09-29,card,35.76,Latte,2024,9,29
2024-09-29,card,25.96,Cortado,2024,9,29
2024-09-29,card,35.76,Latte,2024,9,29
2024-09-29,card,35.76,Latte,2024,9,29
2024-09-29,card,35.76,Cappuccino,2024,9,29
2024-09-29,card,35.76,Latte,2024,9,29
2024-09-30,card,25.96,Cortado,2024,9,30
2024-09-30,card,25.96,Cortado,2024,9,30
2024-09-30,card,35.76,Hot Chocolate,2024,9,30
2024-09-30,card,30.86,Americano with Milk,2024,9,30
2024-09-30,card,25.96,Cortado,2024,9,30
2024-09-30,card,30.86,Americano with Milk,2024,9,30
2024-09-30,card,30.86,Americano with Milk,2024,9,30
2024-09-30,card,35.76,Latte,2024,9,30
2024-09-30,card,30.86,Americano with Milk,2024,9,30
2024-09-30,card,25.96,Cortado,2024,9,30
2024-09-30,card,35.76,Latte,2024,9,30
2024-09-30,card,30.86,Americano with Milk,2024,9,30
2024-09-30,card,30.86,Americano with Milk,2024,9,30
2024-09-30,card,30.86,Americano with Milk,2024,9,30
2024-10-01,card,35.76,Latte,2024,10,1
2024-10-01,card,30.86,Americano with Milk,2024,10,1
2024-10-01,card,30.86,Americano with Milk,2024,10,1
2024-10-01,card,30.86,Americano with Milk,2024,10,1
2024-10-01,card,30.86,Americano with Milk,2024,10,1
2024-10-01,card,30.86,Americano with Milk,2024,10,1
2024-10-01,card,30.86,Americano with Milk,2024,10,1
2024-10-01,card,25.96,Americano,2024,10,1
2024-10-01,card,30.86,Americano with Milk,2024,10,1
2024-10-01,card,35.76,Hot Chocolate,2024,10,1
2024-10-01,card,25.96,Americano,2024,10,1
2024-10-01,card,35.76,Latte,2024,10,1
2024-10-01,card,35.76,Latte,2024,10,1
2024-10-01,card,35.76,Hot Chocolate,2024,10,1
2024-10-01,card,35.76,Hot Chocolate,2024,10,1
2024-10-02,card,35.76,Latte,2024,10,2
2024-10-02,card,25.96,Cortado,2024,10,2
2024-10-02,card,30.86,Americano with Milk,2024,10,2
2024-10-02,card,35.76,Latte,2024,10,2
2024-10-02,card,30.86,Americano with Milk,2024,10,2
2024-10-02,card,35.76,Cappuccino,2024,10,2
2024-10-02,card,35.76,Cappuccino,2024,10,2
2024-10-02,card,35.76,Hot Chocolate,2024,10,2
2024-10-02,card,35.76,Hot Chocolate,2024,10,2
2024-10-02,card,35.76,Hot Chocolate,2024,10,2
2024-10-02,card,35.76,Hot Chocolate,2024,10,2
2024-10-03,card,35.76,Cocoa,2024,10,3
2024-10-03,card,30.86,Americano with Milk,2024,10,3
2024-10-03,card,25.96,Cortado,2024,10,3
2024-10-03,card,35.76,Hot Chocolate,2024,10,3
2024-10-03,card,35.76,Hot Chocolate,2024,10,3
2024-10-03,card,35.76,Hot Chocolate,2024,10,3
2024-10-03,card,35.76,Cappuccino,2024,10,3
2024-10-03,card,35.76,Hot Chocolate,2024,10,3
2024-10-04,card,25.96,Americano,2024,10,4
2024-10-04,card,25.96,Americano,2024,10,4
2024-10-04,card,30.86,Americano with Milk,2024,10,4
2024-10-04,card,25.96,Americano,2024,10,4
2024-10-04,card,25.96,Cortado,2024,10,4
2024-10-04,card,25.96,Cortado,2024,10,4
2024-10-04,card,35.76,Latte,2024,10,4
2024-10-04,card,35.76,Hot Chocolate,2024,10,4
2024-10-04,card,35.76,Cocoa,2024,10,4
2024-10-05,card,25.96,Cortado,2024,10,5
2024-10-05,card,25.96,Cortado,2024,10,5
2024-10-05,card,35.76,Cocoa,2024,10,5
2024-10-05,card,35.76,Cappuccino,2024,10,5
2024-10-05,card,25.96,Americano,2024,10,5
2024-10-05,card,25.96,Americano,2024,10,5
2024-10-06,card,25.96,Cortado,2024,10,6
2024-10-06,card,35.76,Cappuccino,2024,10,6
2024-10-06,card,25.96,Cortado,2024,10,6
2024-10-06,card,35.76,Latte,2024,10,6
2024-10-06,card,35.76,Latte,2024,10,6
2024-10-06,card,35.76,Cappuccino,2024,10,6
2024-10-06,card,30.86,Americano with Milk,2024,10,6
2024-10-06,card,25.96,Americano,2024,10,6
2024-10-06,card,35.76,Cappuccino,2024,10,6
2024-10-06,card,30.86,Americano with Milk,2024,10,6
2024-10-06,card,35.76,Latte,2024,10,6
2024-10-06,card,35.76,Cappuccino,2024,10,6
2024-10-06,card,35.76,Cappuccino,2024,10,6
2024-10-06,card,21.06,Espresso,2024,10,6
2024-10-06,card,30.86,Americano with Milk,2024,10,6
2024-10-06,card,35.76,Hot Chocolate,2024,10,6
2024-10-06,card,35.76,Hot Chocolate,2024,10,6
2024-10-06,card,35.76,Hot Chocolate,2024,10,6
2024-10-06,card,35.76,Hot Chocolate,2024,10,6
2024-10-06,card,35.76,Latte,2024,10,6
2024-10-07,card,35.76,Latte,2024,10,7
2024-10-07,card,35.76,Latte,2024,10,7
2024-10-07,card,30.86,Americano with Milk,2024,10,7
2024-10-07,card,35.76,Cocoa,2024,10,7
2024-10-07,card,35.76,Latte,2024,10,7
2024-10-07,card,30.86,Americano with Milk,2024,10,7
2024-10-07,card,25.96,Americano,2024,10,7
2024-10-07,card,25.96,Americano,2024,10,7
2024-10-07,card,35.76,Latte,2024,10,7
2024-10-07,card,35.76,Hot Chocolate,2024,10,7
2024-10-07,card,35.76,Hot Chocolate,2024,10,7
2024-10-07,card,35.76,Latte,2024,10,7
2024-10-08,card,35.76,Latte,2024,10,8
2024-10-08,card,30.86,Americano with Milk,2024,10,8
2024-10-08,card,25.96,Americano,2024,10,8
2024-10-08,card,35.76,Latte,2024,10,8
2024-10-08,card,35.76,Latte,2024,10,8
2024-10-08,card,25.96,Americano,2024,10,8
2024-10-08,card,25.96,Americano,2024,10,8
2024-10-08,card,35.76,Latte,2024,10,8
2024-10-08,card,35.76,Latte,2024,10,8
2024-10-08,card,35.76,Latte,2024,10,8
2024-10-08,card,35.76,Latte,2024,10,8
2024-10-08,card,25.96,Americano,2024,10,8
2024-10-08,card,30.86,Americano with Milk,2024,10,8
2024-10-08,card,35.76,Hot Chocolate,2024,10,8
2024-10-08,card,35.76,Cappuccino,2024,10,8
2024-10-08,card,35.76,Latte,2024,10,8
2024-10-08,card,30.86,Americano with Milk,2024,10,8
2024-10-08,card,30.86,Americano with Milk,2024,10,8
2024-10-09,card,35.76,Latte,2024,10,9
2024-10-09,card,30.86,Americano with Milk,2024,10,9
2024-10-09,card,30.86,Americano with Milk,2024,10,9
2024-10-09,card,35.76,Latte,2024,10,9
2024-10-09,card,21.06,Espresso,2024,10,9
2024-10-09,card,25.96,Americano,2024,10,9
2024-10-09,card,35.76,Latte,2024,10,9
2024-10-09,card,30.86,Americano with Milk,2024,10,9
2024-10-09,card,35.76,Cappuccino,2024,10,9
